Substance,Genotoxicity
Monimax (monensin sodium and nicarbazin),Negative
Monk fruit extract,Not determined
Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids (E 472e),Negative
Mono- and di-glycerides of fatty acids (E 471),Negative
Monoammonium L-glutamate,No data
Monoammonium L-glutamate,Negative
Monocrotophos,No data
Mono-dodecyltin trichloride,Negative
Monomethyl silanetriol (potassium salt),No data
Monomethylsilanetriol,No data
Monomethylsilanetriol,Negative
Monomethylsilanetriol,Negative
Mono-n-dodecyltin tris(isooctyl mercaptoacetate) and Di-n-dodecyltin bis(isooctyl mercaptoacetate),Negative
Monopotassium L-glutamate,No data
Monopotassium L-glutamate,Negative
Monosaccharide of avermectin B1,Negative
Monosodium L-glutamate,Not determined
Monosodium L-glutamate,No data
Monosodium L-glutamate,Negative
Monosodium L-glutamate monohydrate produced by Corynebacterium glutamicum KCCM 80187,No data
Monosodium L-glutamate monohydrate produced by Corynebacterium glutamicum KCCM 80188,No data
Monosodium L-glutamate monohydrate produced by Corynebacterium glutamicum NITE BP-01681,No data
Monosodium phosphate,No data
Monosodium tartrate (E 335(i)),Negative
Montan acid esters,No data
Montan wax,Negative
Montmorillonite clay modified with dimethyldialkyl(C16-C18)ammonium chloride,Negative
Montmorillonite-illite,No data
Monuron,Negative
Morinda citrifolia L. leaves,Negative
Morphine,Ambiguous
Morphine,Positive
m-Tolualdehyde,Negative
m-Toluidine,Not determined
Mugwort tincture (Artemisia vulgaris L.),No data
Mugwort tincture (Artemisia vulgaris L.),No data
Mung bean protein,No data
Muramidase from Trichoderma reesei DSM 32338,No data
Myclobutanil,Negative
Myclobutanil,No data
Myclobutanil,Negative
Myrcene,Negative
Myrcene,Negative
Myrcene,Negative
Myrcene,Negative
Myrcene,No data
Myrcenol,Negative
Myrcenol,Not determined
Myrcenol,Negative
Myrcenyl acetate,Negative
Myrcenyl acetate,Not determined
Myrcenyl acetate,Negative
Myrcenyl acetate,Ambiguous
Myrtanol,Not determined
Myrtanol,Not determined
Myrtanol,Not determined
Myrtanol,Not determined
Myrtanol,Not determined
Myrtanol,Not determined
Myrtanyl acetate,Not determined
Myrtanyl acetate,Not determined
Myrtanyl acetate,Not determined
Myrtanyl acetate,Not determined
Myrtanyl acetate,Not determined
Myrtanyl acetate,Not determined
Myrtenal,Ambiguous
Myrtenal,Positive
Myrtenal,Ambiguous
Myrtenal,Negative
Myrtenol,Ambiguous
Myrtenol,Positive
Myrtenol,Negative
Myrtenyl acetate,Positive
Myrtenyl acetate,Negative
Myrtenyl formate,Ambiguous
Myrtenyl formate,Positive
Myrtenyl-2-methylbutyrate,Ambiguous
Myrtenyl-2-methylbutyrate,Positive
Myrtenyl-3-methylbutyrate,Ambiguous
Myrtenyl-3-methylbutyrate,Positive
"N-(1-Propylbutyl)-1,3-benzodioxole-5-carboxamide",Negative
"N-(1-Propylbutyl)-1,3-benzodioxole-5-carboxamide",Negative
"N-(1-Propylbutyl)-1,3-benzodioxole-5-carboxamide",Negative
"N-(2,4-Dimethoxy-benzyl)-N'-(2-pyridin-2-yl-ethyl)-oxalamide",Negative
"N-(2,4-Dimethoxy-benzyl)-N'-(2-pyridin-2-yl-ethyl)-oxalamide",Negative
"N-(2,4-Dimethoxy-benzyl)-N'-(2-pyridin-2-yl-ethyl)-oxalamide",Negative
"N-(2,6-dichloro-3-methylphenyl)-5,7-dihydroxy[1,2,4]triazolo[1,5-a]pyrimidine-2-sulfonamide",Negative
"N-(2,6-dichloro-3-methylphenyl)-7-hydroxy-5-methoxy[1,2,4] triazolo[1,5-a]pyrimidine-2-sulfonamide",Negative
"N-(2,6-Diisopropylphenyl)-6-[4-(1,1,3,3-tetramethylbutyl)phenoxy]-1H-benzo[de]isoquinolin-1,3(2H)-dione",Negative
"N-(2,6-Dimethylphenyl)-2-(methylsulfinyl)-N-(1H-pyrazol-1-ylmethyl)acetamide",Negative
"N-(2,6-dimethylphenyl)-N-(1H-pyrazol-1-ylmethyl)aminocarbonylmethylsulfinyl acetic acid",Negative
"N-(2,6-dimethylphenyl)-N-(1H-pyrazol-1-ylmethyl)aminocarbonylmethylsulfinyl acetic acid",Negative
"N-(2,6-dimethylphenyl)-N-(1H-pyrazol-1-ylmethyl)aminocarbonylmethylsulfonic acid",Negative
"N-(2,6-dimethylphenyl)-N-(1H-pyrazol-1-ylmethyl)aminocarbonylmethylsulfonic acid",Negative
"N-(2,6-dimethylphenyl)-N-(1H-pyrazol-1-ylmethyl)oxalamide",Negative
"N-(2,6-dimethylphenyl)-N-(1H-pyrazol-1-ylmethyl)oxalamide",Negative
N-(2-aminoethyl)acetamide,Negative
N-(2-Aminoethyl)ethanolamine,Negative
"N-(2E)-3,7-Dimethyl-2,6-octadienyl cyclopropylcarboxamide",Not determined
"N-(2E)-3,7-Dimethyl-2,6-octadienyl cyclopropylcarboxamide",Negative
"N-(2E)-3,7-Dimethyl-2,6-octadienyl cyclopropylcarboxamide",Negative
N-(2-Ethyl-6-methylphenyl)-2-hydroxy-N-(isopropoxymethyl)acetamide,Negative
"N-(2-Methylcyclohexyl)-2,3,4,5,6-pentafluoro-benzamide",Negative
N-(3-hydroxy-4-methoxypyridine-2-carbonyl)-DL-serine,Not determined
"N-(4-amino-6-hydroxy-1,3,5-triazin-2-yl)-2-methylalanine",Negative
"N-(4-amino-6-hydroxy-1,3,5-triazin-2-yl)-2-methylalanine",Negative
"N-(6-chloro-7-hydroxy-5-methoxy [1,2,4] triazolo[1,5-a]pyrimidin-2-yl)-2-methoxy-4-(trifluoromethyl) pyridine -3-sulfonamide",Negative
"N-(carbamimidoylcarbamoyl)-2-(3,3,3-trifluoropropyl)benzenesulfonamide",Negative
N-(Carbamimidoylcarbamoyl)-3-(trifluoromethyl)pyridine-2-sulfonamide (GTPS),Negative
"N-(malonyl)-N-(2,6-xylyl)-DL-alanine",Negative
"N,N',N'',N''-Tetrakis(4,6-bis(N-butyl-(N-methyl-2,2,6,6-tetramethylpiperidin-4-yl)amino)triazin-2-yl)-4,7-diazadecane-1,10-diamine",Negative
"N,N',N''-Tris(2-methylcyclohexyl)-1,2,3-propanetricarboxamide",Negative
"N,N''-1,3-Propanediylbis(N'-octadecylurea)",Negative
"N,N'-bis(2,2,6,6-tetramethyl-4-piperidinyl) isophthalamide",Negative
"N,N'-Bis(2,2,6,6-tetramethyl-4-piperidyl)-N,N'-diformylhexamethylenediamine",Negative
"N,N-Bis(2-hydroxyethyl)dodecanamide",Negative
"N,N-bis(2-hydroxyethyl)stearylamine partially esterified with saturated C16/C18 fatty acids",Negative
"N,N'-Bis[4-(ethoxycarbonyl)phenyl]-1,4,5,8-naphthalenetetracarboxydiimide",Negative
"N,N'-Dicyclohexyl-2,6-naphthalene dicarboxamide",Negative
"N,N-dimethyl-2-sulfamoylpyridine-3-carboxamide",Negative
"N,N-dimethyl-6-(2,2,2-trifluoroethoxy)-1,3,5-triazine-2,4-diamine",Negative
"N,N-dimethyl-6-(2,2,2-trifluoroethoxy)-1,3,5-triazine-2,4-diamine",Negative
N-[(2-hydroxycarbonyl-6-methyl)phenyl]-N-(1H-pyrazol-1-ylmethyl)oxalamide,Negative
N-[(2-hydroxycarbonyl-6-methyl)phenyl]-N-(1H-pyrazol-1-ylmethyl)oxalamide,Negative
"N-[(4-amino-6-methyl-1,3,5-triazin-2-yl)carbamoyl]-2-(3,3,3-trifluoropropyl)benzenesulfonamide",Not determined
"N-[(4-Methoxy-6-oxo-1,6-dihydropyrimidin-2-yl)carbamoyl]-3-(trifluoromethyl)pyridine-2-sulfonamide",Ambiguous
"N-[(4-methyl-6-oxo-1,6-dihydro-1,3,5- triazin-2-yl)carbamoyl]-2-(3,3,3-trifluoropropyl)benzenesulfonamide",Other
N-[[(4-hydroxy-6-methoxypyrimidin-2-yl)amino]carbonyl]-1-methyl-4-(2-methyl-2H-tetrazol-5-yl)-1H-pyrazole-5-sulfonamide,Negative
"N-[2-(3-hydroxy-1,3-dimethylbutyl) thiophen-3-yl]-1-methyl-3-trifluoromethyl-1H-pyrazole-4-carboxamide",Negative
"N-[4-(ethylamino)-6-hydroxy-1,3,5-triazin-2-yl]-2-methylalanine",Negative
"N-[4-(ethylamino)-6-hydroxy-1,3,5-triazin-2-yl]-2-methylalanine",Negative
N-[4-[2-chloro-4-(trifluoromethyl)phenoxy]-2-fluorophenyl urea,Negative
"N-[5-hydroxy-5-(1,3-dimethylbutyl)-2-oxo-2,5-dihydrothiophen-4-yl]-1-methyl-3-trifluoromethyl-1H-pyrazole-4-carboxamide",Negative
"N-[N-(3,3-Dimethylbutyl)-L-alpha-aspartyl]-L-phenylalanine",Negative
"N-[N-(3,3-Dimethylbutyl)-L-aspartamidyl]- L-phenylalanine",Negative
"N-[N-(3,3-Dimethylbutyl)-L-aspartamidyl]-L-phenylalanine 1-methyl ester",Negative
"N-[N-(3,3-Dimethylbutyl)-L-beta-aspartyl]-L-phenylalanine 1-methyl ester",Negative
N1-(2-Methoxy-4-methylbenzyl)-N2-(2-(5-methylpyridin-2-yl)ethyl)oxalamide,Not determined
N1-(2-Methoxy-4-methylbenzyl)-N2-(2-(5-methylpyridin-2-yl)ethyl)oxalamide,Negative
N1-(2-Methoxy-4-methylbenzyl)-N2-(2-(5-methylpyridin-2-yl)ethyl)oxalamide,Negative
N1-(2-Methoxy-4-methylbenzyl)-N2-(2-(pyridin-2-yl)ethyl)oxalamide,Not determined
N1-(2-Methoxy-4-methylbenzyl)-N2-(2-(pyridin-2-yl)ethyl)oxalamide,Negative
N1-(2-Methoxy-4-methylbenzyl)-N2-(2-(pyridin-2-yl)ethyl)oxalamide,Negative
N-acetyl-D-neuraminic acid,Negative
N-acetyl-D-neuraminic acid dihydrate,Negative
N-Acetyl-L-cysteine,No data
N-Acetyl-L-methionine,No data
Naled,No data
Naphthalene,Not determined
Naphthalene,Not determined
Naphthalene,Not determined
Naphthol Yellow,Ambiguous
Napropamide,Negative
Napropamide,Negative
Napropamide formulation (Devrinol SC 450),No data
Napropamide formulation (Devrinol SC 450),No data
Napropamide-M,Negative
Narasin,Negative
Narasin,Negative
Narasin,Negative
Narasin,No data
Narasin,Negative
Narasin,Negative
Naringin,Not determined
Naringin,No data
Naringin,Negative
Naringin dihydrochalcone,Not determined
Natamycin,Negative
Natural mixture of dolomite plus magnesite and magnesium-phyllosilicates,Negative
Natural mixture of dolomite plus magnesite and magnesium-phyllosilicates,No data
Natural mixture of dolomite plus magnesite and magnesium-phyllosilicates,No data
"Natural mixture of illite, montmorillonite and kaolinite",Negative
"Natural mixture of illite, montmorillonite and kaolinite",No data
"Natural mixture of illite, montmorillonite and kaolinite",No data
Natural mixture of talc and chlorite (NTMC),No data
N'-cyanoethanimidamide,Negative
"N-Cyclopropyl (2E,6Z)-nonadienamide",Not determined
"N-Cyclopropyl (2E,6Z)-nonadienamide",Not determined
N-demethyl-175-J,Negative
N-demethyl-175-L,No data
N-Desmethyl-acetamiprid,Negative
neo-Dihydrocarvyl acetate,Not determined
neo-Dihydrocarvyl acetate,Not determined
neo-Dihydrocarvyl acetate,Not determined
neo-Dihydrocarvyl acetate,Not determined
neo-Dihydrocarvyl acetate,Not determined
neo-Dihydrocarvyl acetate,Negative
neo-Dihydrocarvyl acetate,Negative
Neohesperidin dihydrochalcone,Negative
Neohesperidin dihydrochalcone,Not determined
Neohesperidin dihydrochalcone,Not determined
"Neopentyl glycol, diesters and monoesters with benzoic acid and 2-ethylhexanoic acid",Negative
Neosaxitoxin,No data
Neosolaniol,No data
Neosolaniol-glucose,No data
Neotame,Negative
Neral,Negative
Nerolidol,Not determined
Nerolidol,No data
Nerolidol,Not determined
Neryl acetate,Negative
Neryl acetate,Not determined
Neryl butyrate,Negative
Neryl formate,Negative
Neryl formate,Not determined
Neryl isobutyrate,Negative
Neryl isobutyrate,Not determined
Neryl isovalerate,Negative
Neryl propionate,Negative
Neryl propionate,Not determined
"N-Ethyl (2E,6Z)-nonadienamide",Not determined
"N-Ethyl (2E,6Z)-nonadienamide",Not determined
N-Ethyl-2-isopropyl-5-methylcyclohexane carboxamide,Not determined
N-Ethyl-2-isopropyl-5-methylcyclohexane carboxamide,Not determined
N-Ethyl-2-isopropyl-5-methylcyclohexane carboxamide,Not determined
N-formyl-175-J,Negative
N-formyl-175-L,Negative
Nicarbazin,Ambiguous
Nicarbazin,Ambiguous
Nicarbazin,Negative
Nicarbazin,Negative
Nicarbazin,Negative
Nicarbazin,Negative
Nickel (total),Positive
Nickel (total),Positive
Nickel (total),No data
Nickel (total),Positive
Nicosulfuron,Negative
Nicosulfuron formulation (SL-950 4% SC),No data
Nicotinamide,No data
Nicotinamide,Negative
Nicotinamide,Negative
Nicotinamide,Negative
Nicotinamide,Negative
Nicotinamide,Negative
Nicotinamide,No data
Nicotinamide riboside chloride,Negative
Nicotine,Negative
Nicotine,No data
Nicotinic acid,No data
Nicotinic acid,No data
Nicotinic acid,No data
Nicotinic acid,Negative
Nicotinic acid,Negative
Nicotinic acid,Negative
Nicotinic acid,Negative
Nicotinic acid,Negative
Nicotinic acid,No data
Nifursol,Ambiguous
Nilablend 200 G (lasalocid A sodium and nicarbazin),Not determined
Nisin,Negative
Nisin,No data
N-Isopentylidene isopentylamine,Not determined
N-Isopentylidene isopentylamine,Not determined
N-Isopentylidene isopentylamine,Not determined
Nitarsone,Not determined
Nitrate,Negative
Nitrate,No data
Nitrate,No data
Nitrate,No data
Nitrate,No data
Nitrate,No data
Nitrite,Negative
Nitrite,Negative
Nitrite,No data
Nitrite,Negative
Nitrofurantoin,Positive
Nitrofurazone,Not determined
Nitroso-pendimethalin,Not determined
Nivalenol,Negative
Nivalenol,Negative
Nivalenol and Nivalenol-3-glucoside,Not applicable
Nivalenol-3-glucoside,No data
N-Methyl-2-pyrrolidone,Negative
N-methyl-2-sulfamoylpyridine-3-carboxamide,Negative
"N-methyl-6-(2,2,2-trifluoroethoxy)-1,3,5-triazine-2,4-diamine",Negative
"N-methyl-6-(2,2,2-trifluoroethoxy)-1,3,5-triazine-2,4-diamine",Negative
N-Methylolmethacrylamide,Negative
N-nitrosamines,Positive
N-Nitroso-(2-aminoethyl)ethanolamine,Positive
N-nitroso-2-hydroxymethylthiazolidine-4-carboxylic acid,No data
N-Nitroso-2-methyl-thiazolidine 4-carboxylic acid,No data
N-nitrosodibenzylamine,Not determined
N-nitrosodibutylamine,Positive
N-nitrosodiethylamine,Positive
N-nitrosodiisobutylamine,Not determined
N-nitrosodimethylamine,Positive
N-nitrosodi-n-propylamine,Positive
N-nitrosohydroxyproline,No data
N-nitrosomethylaniline,Not determined
N-nitrosomethylethylamine,Positive
N-nitrosomorpholine,Positive
N-nitrosopiperidine,Positive
N-nitrosoproline,Not determined
N-nitrosopyrrolidine,Positive
N-nitrososarcosine,Not determined
N-Nitroso-thiazolidine-4-carboxylic acid,No data
N-Nonanoyl 4-hydroxy-3-methoxybenzylamide,Negative
N-Nonanoyl 4-hydroxy-3-methoxybenzylamide,Negative
N-Nonanoyl 4-hydroxy-3-methoxybenzylamide,Negative
N-Nonanoyl 4-hydroxy-3-methoxybenzylamide,Negative
Non-(3Z)-enyl acetate,Negative
Non-(3Z)-enyl acetate,Negative
Non-(3Z)-enyl acetate,Negative
Non-(3Z)-enyl acetate,Negative
Non-(3Z)-enyl acetate,Negative
Non-(6Z)-enyl acetate,Negative
Non-(6Z)-enyl acetate,Negative
Non-(6Z)-enyl acetate,Negative
Non-(6Z)-enyl acetate,Negative
Non-(6Z)-enyl acetate,Negative
Non-1-en-3-ol,Ambiguous
Non-1-en-3-ol,Negative
Non-1-en-3-ol,Negative
Non-2(cis)-en-1-ol,Ambiguous
Non-2(cis)-en-1-ol,Negative
Non-2(cis)-en-1-ol,Negative
Non-2(trans)-en-1-ol,Ambiguous
Non-2(trans)-en-1-ol,Negative
Non-2(trans)-en-1-ol,Negative
Non-2-en-4-one,Ambiguous
Non-2-en-4-one,Negative
Non-2-enal,Negative
Non-2-enal,Negative
Non-2-enal,Negative
Non-2-enal,No data
"Non-2-eno-1,4-lactone",Ambiguous
"Non-2-eno-1,4-lactone",Ambiguous
"Non-2-eno-1,4-lactone",Not determined
Non-2-enoic acid,Not determined
Non-2-enoic acid,Negative
Non-3-en-2-one,Ambiguous
Non-3-en-2-one,Negative
Non-3-enoic acid,Negative
Non-3-enoic acid,Negative
Non-3-enoic acid,Negative
Non-3-enoic acid,Negative
Non-6(cis)-enal,Not determined
"Nona-2(trans),6(cis)-dienal",Ambiguous
"Nona-2(trans),6(cis)-dienal",Negative
"Nona-2(trans),6(cis)-dienal",Negative
"Nona-2(trans),6(cis)-dienal",No data
"Nona-2(trans),6(trans)-dienal",Ambiguous
"Nona-2(trans),6(trans)-dienal",Negative
"Nona-2(trans),6(trans)-dienal",Negative
"Nona-2(trans),6(trans)-dienal",No data
"Nona-2,4,6-trienal",Ambiguous
"Nona-2,4,6-trienal",Ambiguous
"Nona-2,4,6-trienal",Negative
"Nona-2,4,6-trienal",Negative
"Nona-2,4-dien-1-ol",Ambiguous
"Nona-2,4-dien-1-ol",Ambiguous
"Nona-2,4-dien-1-ol",Ambiguous
"Nona-2,4-dien-1-ol",Negative
"Nona-2,4-dien-1-ol",Negative
"Nona-2,4-dienal",Ambiguous
"Nona-2,4-dienal",Ambiguous
"Nona-2,4-dienal",Negative
"Nona-2,4-dienal",Negative
"Nona-2,4-dienal",No data
"Nona-2,6-dien-1-ol",No data
Nonan-2-one,Ambiguous
Nonan-3-ol,Negative
Nonan-3-ol,Negative
Nonan-3-ol,Negative
Nonan-3-ol,Negative
Nonan-3-ol,Negative
Nonan-3-one,Ambiguous
Nonan-3-yl acetate,Negative
Nonan-3-yl acetate,Not determined
Nonan-3-yl acetate,Not determined
Nonan-3-yl acetate,Negative
Nonan-4-one,Negative
Nonan-4-one,Negative
Nonan-4-one,Negative
Nonan-4-one,Negative
Nonan-4-one,Negative
Nonan-4-one,Negative
Nonanedioic acid,Negative
Nonanedioic acid,Negative
Nonanedioic acid,Not determined
Nonanedioic acid,Not determined
"Nonano-1,4-lactone",No data
"Nonano-1,5-lactone",No data
Nonanoic acid,Negative
Nootkatone,Not determined
Nootkatone,Negative
Nootkatone,Negative
Nootkatone,Negative
Nootkatone,Not determined
Nootkatone,Negative
Norbixin,No data
novaluron,Negative
Novel chewing gum base (Rev-7),Negative
N-Sulfocarbamoylgonyautoxin-2,No data
N-Sulfocarbamoylgonyautoxin-4,No data
Oat lecithin,Negative
Ochratoxin A,No data
Ochratoxin A,Ambiguous
Ochratoxin A,No data
Ochratoxin A,Positive
Ocimenol,Negative
Ocimenol,Not determined
Ocimenol,Negative
Oct-1-en-3-ol,Ambiguous
Oct-1-en-3-ol,Negative
Oct-1-en-3-ol,Negative
Oct-1-en-3-one,Ambiguous
Oct-1-en-3-one,Negative
Oct-1-en-3-one,Negative
Oct-1-en-3-one,No data
Oct-1-en-3-yl acetate,Ambiguous
Oct-1-en-3-yl acetate,Negative
Oct-1-en-3-yl acetate,Negative
Oct-1-en-3-yl butyrate,Ambiguous
Oct-1-en-3-yl butyrate,Negative
Oct-1-en-3-yl butyrate,Negative
Oct-2(trans)-enyl butyrate,Ambiguous
Oct-2(trans)-enyl butyrate,Negative
Oct-2(trans)-enyl butyrate,Negative
Oct-2-en-1-ol,Ambiguous
Oct-2-en-1-ol,Negative
Oct-2-en-1-ol,Negative
Oct-2-en-4-ol,Ambiguous
Oct-2-en-4-ol,Negative
Oct-2-en-4-one,Ambiguous
Oct-2-en-4-one,Negative
Oct-2-enal,Ambiguous
Oct-2-enal,Negative
Oct-2-enal,Negative
Oct-2-enyl acetate,Ambiguous
Oct-2-enyl acetate,Negative
Oct-2-enyl acetate,Negative
Oct-3-en-1-ol,Not determined
Oct-3-en-2-ol,Ambiguous
Oct-3-en-2-ol,Negative
Oct-3-en-2-one,Ambiguous
Oct-3-en-2-one,Negative
Oct-6-enal,Negative
Oct-6-enal,Negative
Oct-6-enal,Negative
Oct-6-enal,Negative
Oct-6-enal,Negative
"Octa-(3Z,5E)-dien-1-ol",Negative
"Octa-(3Z,5E)-dien-1-ol",Negative
"Octa-(3Z,5E)-dien-1-ol",Negative
"Octa-(3Z,5E)-dien-1-ol",Negative
"Octa-(3Z,5E)-dien-1-ol",Negative
"Octa-1,5-dien-3-ol",Negative
"Octa-1,5-dien-3-ol",Negative
"Octa-1,5-dien-3-ol",Negative
"Octa-1,5-dien-3-one",Negative
"Octa-1,5-dien-3-one",Not determined
"Octa-1,5-dien-3-one",Not determined
"Octa-1,5-dien-3-one",Negative
"Octa-2(trans),4(trans)-dienal",Ambiguous
"Octa-2(trans),4(trans)-dienal",Ambiguous
"Octa-2(trans),4(trans)-dienal",Negative
"Octa-2(trans),4(trans)-dienal",Negative
"Octa-2(trans),6(trans)-dienal",Ambiguous
"Octa-2(trans),6(trans)-dienal",Negative
"Octa-2(trans),6(trans)-dienal",Negative
Octadecan-1-ol,Not determined
Octahydrocoumarin,Not determined
Octahydrocoumarin,Not determined
Octahydrocoumarin,Negative
Octamethylcyclotetrasiloxane,Negative
"Octan-2,3-dione",Not determined
"Octan-2,3-dione",Not determined
Octan-2-ol,Ambiguous
Octan-2-one,Ambiguous
Octan-3-ol,Ambiguous
Octan-3-one,Ambiguous
Octan-3-yl formate,Negative
Octan-3-yl formate,Negative
Octan-3-yl formate,Negative
Octan-3-yl formate,Negative
Octan-3-yl formate,Negative
"Octane-1,3-diol",Negative
"Octane-1,3-diol",Negative
"Octane-1,3-diol",Not determined
"Octane-1,3-diol",Not determined
"Octane-1,8-dithiol",Not determined
"Octane-1,8-dithiol",Not determined
"Octane-1,8-dithiol",Not determined
"Octane-1,8-dithiol",No data
"Octane-1,8-dithiol",No data
"Octane-4,5-dione",Negative
"Octane-4,5-dione",Not determined
"Octane-4,5-dione",Not determined
"Octane-4,5-dione",Not determined
"Octano-1,4-lactone",No data
"Octano-1,5-lactone",No data
Octyl 2-furoate,Not determined
Octyl 2-furoate,Not determined
Octyl gallate,Negative
Octyl hexanoate,Not determined
Octyl phenylacetate,Not determined
Octyl phenylacetate,Not determined
OD Formulation,No data
o-Ethyl S-(2-furylmethyl)thiocarbonate,Ambiguous
o-Ethyl S-(2-furylmethyl)thiocarbonate,Ambiguous
Oil Orange SS,Positive
Okadaic acid,Positive
Okadaic acid group toxins,Not applicable
"Okadaic acid, acylated derivatives",No data
Oleic acid,No data
"Oleic acid, cobalt salt",No data
Olibanum extract from Boswellia serrata Roxb. ex Colebr,Not applicable
Olive leaf dry extract from O. europaea L.,Not determined
Omega-3 (n-3) polyunsaturated fatty acids,No data
Omethoate,Ambiguous
Omethoate,Positive
"O-methyl O-hydrogen O-(2,6-dichloro-4-methylphenyl) phosphorothioate",Negative
o-Phthalic acid,Negative
"O-Phthalic acid, n-pentyl benzyl ester",No data
Opium alkaloids,Not applicable
Opium alkaloids,Not applicable
Orange II,Ambiguous
Organotin compounds (including n-octyltin compounds),Not applicable
"Organotin compounds (including TBT, DBT, TPT and DOT)",Not applicable
"Organotin compounds (including TBT, DBT, TPT and DOT)",No data
"Organotin compounds (including TBT, DBT, TPT and DOT)",Not applicable
Origanum vulgare (oregano) extract,No data
Orotic acid,No data
Orotic acid salts,No data
Orthosilicic acid-vanillin complex,Negative
Orthosulfamuron,Negative
Oryzalin,Negative
Oryzalin,No data
Oryzalin formulation (Surflan EC 480 g/L),No data
Oryzalin formulation (Surflan EC 480 g/L),No data
Oryzalin impurity 10,Not determined
Oryzalin impurity 11,Not determined
Oryzalin impurity 12,Not determined
Oryzalin impurity 2,Not determined
Oryzalin impurity 6,Not determined
Oryzalin impurity 7,Not determined
Oryzalin impurity 9,Not determined
Ostreocin-D,No data
o-Tolualdehyde,Negative
o-Tolyl acetate,Not determined
o-Tolyl isobutyrate,Not determined
o-Tolyl salicylate,Negative
o-Tolyl salicylate,Negative
Otonecines,Positive
Oxadiazon,Negative
Oxalamide,Negative
Oxamyl,Negative
Oxamyl formulation (Oxamyl 10 GR),No data
Oxasulfuron,Negative
Oxathiapiprolin,Negative
Oxathiapiprolin,No data
Oxathiapiprolin,No data
Oxetan-3-ol,Negative
Oxidised soya bean oil interacted with mono- and diglycerides of fatty acids (E 479b),No data
Oxycarboxin,No data
Oxydemeton-methyl,Negative
Oxydemetonmethyl formulation (Metasystox 250 EC),No data
Oxyfluorfen,Negative
Oxyfluorfen,No data
Oxyfluorfen formulation (GOAL 4F Herbicide 42.09%),No data
"Oxygen absorber mixture (iron powder, iron oxides, sodium chloride, calcium hydroxide)",No data
"Oxygen absorber mixture (iron powder, polyethyleneglycol, disodium pyrophosphate, monosodium phosphate, sodium chloride)",No data
Oxygen absorber mixtures,No data
Pacific ciguatoxin 1,No data
Pacific ciguatoxin 2,No data
Pacific ciguatoxin 3,No data
Pacific ciguatoxin 3C,No data
Pacific ciguatoxin 4A,No data
Pacific ciguatoxin 4B,No data
Paclobutrazol,Negative
PAH2,Positive
PAH4,Positive
PAH8,Positive
Palladium compounds,Negative
Palladium metal,Negative
Palytoxin,No data
Palytoxins,Not applicable
Palytoxins (sum of PlTX and ostreocin-D),No data
Panax ginseng dry extract,No data
Panax notoginseng and Astragalus membranaceus extract,Negative
p-Anisic acid,Negative
p-Anisic acid,Negative
p-Anisyl acetate,Negative
p-Anisyl acetate,No data
p-Anisyl alcohol,Negative
p-Anisyl alcohol,No data
p-Anisyl butyrate,Negative
p-Anisyl formate,Negative
p-Anisyl propionate,Negative
p-Anisyl propionate,Negative
Pantethine,Negative
Pantothenic acid,No data
Pantothenic acid,No data
Paprika extract,Negative
Paprika extract,Negative
Para Red,Positive
Paraffin oil formulation (Para Sommer),No data
Paraffin oil with carbon chain lengths C17-C31 (boiling point 280-460�C),Negative
Paraffin oils formulation (Arb'hiver),No data
Paraffin oils with carbon chain lengths C18-C30,Negative
Paraffin oils with carbon chain lengths of C11-C25,Negative
Paraffin oils with carbon chain lengths of C11-C30,Negative
Paraffin oils with carbon chain lengths of C15-C30,Negative
Paraffin wax,Negative
Paraquat,No data
Parathion,No data
Parathion-methyl,No data
Paromomycin sulphate,Negative
Partially defatted chia seeds (S. hispanica L.) powders (Xia Powder 125),No data
Partially defatted chia seeds (S. hispanica L.) powders (Xia Powder 435),No data
Partially defatted house cricket (Acheta domesticus) powder,No data
Partially depolymerised guar gum,No data
Patent Blue V (calcium salt),Negative
Patent Blue V (sodium salt),Negative
PCB-105,No data
PCB-114,No data
PCB-118,No data
PCB-123,No data
PCB-126,No data
PCB-128,No data
PCB-153,Positive
PCB-156,No data
PCB-157,No data
PCB-167,No data
PCB-169,No data
PCB-189,No data
PCB-28,No data
PCB-77,No data
PCB-81,No data
Pea and rice protein fermented by Shiitake mushroom (Lentinula edodes) mycelia,No data
Pectenotoxin 1,No data
Pectenotoxin 11,No data
Pectenotoxin 2,No data
Pectenotoxin 3,No data
Pectenotoxin 4,No data
Pectenotoxin 6,No data
Pectenotoxins,No data
Pectin,Negative
Penconazole,Negative
Penconazole formulation (Topas 100 EC),No data
Pencycuron,Negative
Pendimethalin,Negative
Penflufen,Negative
Penflufen,Negative
Penflufen metabolite (M01),Negative
Penflufen metabolite (M02),Negative
Penflufen preparation (BYF 14182 FS 050),No data
Penoxsulam,Negative
Penoxsulam formulation (DE 638),No data
Penoxsulam formulation (GF-237),No data
Pent-1-en-3-ol,Ambiguous
Pent-1-en-3-ol,Negative
Pent-1-en-3-ol,Negative
Pent-1-en-3-one,Ambiguous
Pent-1-en-3-one,Negative
Pent-1-en-3-one,Negative
Pent-2-en-1-ol,Ambiguous
Pent-2-en-1-ol,Negative
Pent-2-en-1-ol,Negative
Pent-2-en-1-ol,No data
Pent-2-enal,Ambiguous
Pent-2-enal,Negative
Pent-2-enal,Negative
